,CustomerID,Monetary,Frequency,Recency
1957,12957,43.99,2,33
1958,12958,207.98000000000002,2,83
1959,12959,203.92000000000002,4,31
1960,12960,51.27,2,247
1961,12961,83.97,2,12
1962,12962,83.97,2,76
1963,12963,108.46000000000001,2,33
1964,12964,119.94999999999999,4,74
1965,12965,56.97,1,359
1966,12966,106.96000000000001,1,208
1967,12967,21.98,1,234
1968,12968,21.98,1,67
1969,12969,180.79,4,109
1970,12970,471.11,4,99
1971,12971,21.98,1,202
1972,12972,175.71,4,85
1973,12973,83.97,2,36
1974,12974,56.97,1,14
1975,12975,4618.532499999999,2,109
1976,12976,21.98,1,149
1977,12977,71.97,1,329
1978,12978,50.230000000000004,1,208
1979,12979,180.98,1,343
1980,12980,4552.522499999999,2,300
1981,12981,4809.8099999999995,2,279
1982,12982,57.97,2,118
1983,12983,100.46000000000001,1,332
1984,12984,200.2,4,92
1985,12985,43.99,2,190
1986,12986,4823.009999999999,2,211
1987,12987,6759.4696,3,107
1988,12988,6915.4382000000005,3,100
1989,12989,6817.1182,3,115
1990,12990,6829.4696,3,120
1991,12991,5641.8982,3,134
1992,12992,158.51,3,174
1993,12993,96.25,3,246
1994,12994,6855.4396,3,113
1995,12995,6850.5782,3,95
1996,12996,6808.1482,3,119
1997,12997,118.17999999999999,3,82
1998,12998,5694.8982,3,146
1999,12999,6840.4596,3,102
2000,13000,6799.4496,3,98
2001,13001,6799.428199999999,3,112
2002,13002,294.94,3,70
2003,13003,230.25,3,199
2004,13004,190.27,3,145
2005,13005,386.96000000000004,3,6
2006,13006,6762.1482,3,122
2007,13007,5671.2396,3,101
2008,13008,125.50999999999999,3,43
2009,13009,168.67,3,39
2010,13010,5716.5196,3,109
2011,13011,6819.1082,3,116
2012,13012,7017.4396,3,103
2013,13013,256.24,3,87
2014,13014,194.98000000000002,2,19
2015,13015,155.0,2,266
2016,13016,4813.32,2,280
2017,13017,42.28,1,163
2018,13018,2642.3796,2,76
2019,13019,4835.29,2,104
2020,13020,2589.0882,2,44
2021,13021,2668.3796,2,54
2022,13022,2644.0182,2,51
2023,13023,88.96000000000001,2,30
2024,13024,2665.0582,2,59
2025,13025,2690.3996,2,35
2026,13026,155.94,2,54
2027,13027,2319.2599999999998,1,171
2028,13028,48.980000000000004,1,38
2029,13029,2961.0425,2,200
2030,13030,76.97,1,142
2031,13031,21.98,1,310
2032,13032,4740.63,2,299
2033,13033,45.95,1,12
2034,13034,94.71000000000001,2,142
2035,13035,2638.0582,2,59
2036,13036,2677.0681999999997,2,56
2037,13037,59.980000000000004,2,80
2038,13038,5581.259599999999,3,103
2039,13039,3282.83,2,138
2040,13040,94.97,2,12
2041,13041,153.95,2,224
2042,13042,84.47,2,99
2043,13043,175.93,2,130
2044,13044,59.980000000000004,2,76
2045,13045,62.27,2,196
2046,13046,64.97,2,211
2047,13047,241.93,3,132
2048,13048,190.23,3,84
2049,13049,5647.219599999999,3,86
2050,13050,5651.249599999999,3,84
2051,13051,6831.7396,3,96
2052,13052,30.97,1,269
2053,13053,76.97,1,328
2054,13054,75.97,1,48
2055,13055,3084.0225,2,145
2056,13056,3291.8199999999997,2,110
2057,13057,3341.81,2,85
2058,13058,3032.31,2,374
2059,13059,3089.7999999999997,2,395
2060,13060,2808.0025,2,355
2061,13061,46.47,1,145
2062,13062,4500.5225,2,100
2063,13063,4773.33,2,94
2064,13064,4579.4725,2,121
2065,13065,1700.99,1,236
2066,13066,3033.31,2,317
2067,13067,3059.31,2,275
2068,13068,2815.5225,2,298
2069,13069,2731.5425,2,298
2070,13070,56.97,1,317
2071,13071,143.95,4,29
2072,13072,155.0,2,22
2073,13073,21.98,1,84
2074,13074,56.97,1,272
2075,13075,6843.9396,3,103
2076,13076,6862.138199999999,3,105
2077,13077,6766.6282,3,80
2078,13078,6850.4596,3,76
2079,13079,6752.1282,3,89
2080,13080,6844.4082,3,88
2081,13081,6772.1482,3,73
2082,13082,6906.3896,3,79
2083,13083,4532.522499999999,2,280
2084,13084,1798.96,1,234
2085,13085,3089.7999999999997,2,234
2086,13086,4805.62,2,122
2087,13087,4803.33,2,99
2088,13088,4760.32,2,117
2089,13089,6800.4496,3,78
2090,13090,6812.4182,3,72
2091,13091,6864.9496,3,89
2092,13092,231.96,2,66
2093,13093,4778.33,2,281
2094,13094,56.97,1,20
2095,13095,328.89,4,38
2096,13096,230.68,4,21
2097,13097,21.98,1,296
2098,13098,71.97,1,266
2099,13099,216.96,2,107
2100,13100,2376.9599999999996,1,287
2101,13101,4736.03,2,195
2102,13102,2386.9399999999996,1,296
2103,13103,6842.598199999999,3,67
2104,13104,6894.4396,3,65
2105,13105,5585.4482,3,89
2106,13106,5697.5196,3,77
2107,13107,5650.8982,3,69
2108,13108,5718.6596,3,46
2109,13109,5682.8982,3,51
2110,13110,5583.9382,3,55
2111,13111,5707.1996,3,54
2112,13112,5717.888199999999,3,48
2113,13113,6832.4096,3,86
2114,13114,6807.4496,3,67
2115,13115,6779.4182,3,86
2116,13116,230.25,3,71
2117,13117,6831.4182,3,81
2118,13118,5669.8982,3,37
2119,13119,6829.4496,3,66
2120,13120,205.39,3,34
2121,13121,121.25,3,145
2122,13122,6871.4295999999995,3,63
2123,13123,6765.4382,3,92
2124,13124,91.92,3,27
2125,13125,138.54,3,40
2126,13126,6815.078199999999,3,67
2127,13127,86.26,3,120
2128,13128,6817.138199999999,3,91
2129,13129,6823.1482,3,71
2130,13130,6797.1482,3,71
2131,13131,6737.1482,3,67
2132,13132,6880.618199999999,3,81
2133,13133,6813.1182,3,92
2134,13134,5648.918199999999,3,52
2135,13135,6773.138199999999,3,73
2136,13136,62.269999999999996,2,113
2137,13137,177.94,3,224
2138,13138,83.97,3,184
2139,13139,6854.4496,3,69
2140,13140,325.21,3,9
2141,13141,240.23999999999998,3,65
2142,13142,4798.34,2,99
2143,13143,2404.97,1,180
2144,13144,281.47,4,145
2145,13145,2337.27,1,86
2146,13146,30.97,1,256
2147,13147,74.98,1,237
2148,13148,1137.43,1,317
2149,13149,64.97,2,62
2150,13150,89.24000000000001,2,177
2151,13151,91.95,1,56
2152,13152,4582.5125,2,81
2153,13153,106.96000000000001,1,351
2154,13154,2309.97,1,85
2155,13155,226.95,3,34
2156,13156,2663.6896,2,33
2157,13157,59.980000000000004,2,23
2158,13158,221.91,3,100
2159,13159,208.18,3,45
2160,13160,6839.4596,3,70
2161,13161,4523.532499999999,2,70
2162,13162,85.48,1,197
2163,13163,30.97,1,244
2164,13164,100.46,1,213
2165,13165,4501.5525,2,80
2166,13166,71.97,1,313
2167,13167,42.28,1,84
2168,13168,74.98,1,125
2169,13169,191.97,2,106
2170,13170,230.96,2,280
2171,13171,191.97,2,237
2172,13172,144.27,2,21
2173,13173,4598.0125,2,285
2174,13174,4558.5225,2,295
2175,13175,286.88,4,2
2176,13176,4753.32,2,283
2177,13177,4498.532499999999,2,283
2178,13178,4498.532499999999,2,288
2179,13179,190.17000000000002,4,47
2180,13180,201.45999999999998,2,156
2181,13181,185.96,2,88
2182,13182,165.95,2,54
2183,13183,195.97,2,307
2184,13184,220.46,2,57
2185,13185,149.84,4,192
2186,13186,21.98,1,265
2187,13187,29.93,1,274
2188,13188,56.97,1,109
2189,13189,4765.63,2,290
2190,13190,4501.5525,2,275
2191,13191,46.47,1,152
2192,13192,56.97,1,81
2193,13193,71.97,1,207
2194,13194,56.97,1,132
2195,13195,71.97,1,295
2196,13196,56.97,1,113
2197,13197,105.19000000000001,3,80
2198,13198,114.95,3,123
2199,13199,105.19,3,114
2200,13200,24.27,1,80
2201,13201,73.16,3,54
2202,13202,4558.5225,2,299
2203,13203,4491.532499999999,2,298
2204,13204,141.98,1,86
2205,13205,4803.32,2,283
2206,13206,163.19,3,149
2207,13207,85.48,1,115
2208,13208,4813.32,2,293
2209,13209,2319.99,1,151
2210,13210,4501.5525,2,80
2211,13211,30.97,1,10
2212,13212,4564.492499999999,2,82
2213,13213,21.98,1,327
2214,13214,4501.5525,2,82
2215,13215,71.95,1,170
2216,13216,96.46000000000001,1,266
2217,13217,2351.9599999999996,1,134
2218,13218,85.48,1,88
2219,13219,21.98,1,116
2220,13220,4682.532499999999,2,303
2221,13221,4795.3099999999995,2,280
2222,13222,150.41,3,84
2223,13223,56.97,1,96
2224,13224,4536.032499999999,2,251
2225,13225,4503.8425,2,62
2226,13226,4564.492499999999,2,65
2227,13227,71.97,1,290
2228,13228,56.97,1,187
2229,13229,21.98,1,210
2230,13230,4905.32,2,265
2231,13231,247.9,4,134
2232,13232,21.98,1,144
2233,13233,4587.5125,2,87
2234,13234,36.96,1,363
2235,13235,56.97,1,345
2236,13236,21.98,1,101
2237,13237,4516.532499999999,2,273
2238,13238,4511.5425,2,246
2239,13239,185.7,4,39
2240,13240,21.98,1,151
2241,13241,2325.9599999999996,1,147
2242,13242,56.97,1,112
2243,13243,4511.5425,2,247
2244,13244,81.46000000000001,1,111
2245,13245,46.47,1,206
2246,13246,4813.3099999999995,2,68
2247,13247,4548.5225,2,73
2248,13248,4491.532499999999,2,84
2249,13249,4795.34,2,192
2250,13250,4501.5525,2,268
2251,13251,6844.4182,3,267
2252,13252,6820.4596,3,256
2253,13253,6774.4496,3,247
2254,13254,6801.1282,3,258
2255,13255,7393.0581999999995,4,58
2256,13256,7494.8796,4,35
2257,13257,8941.279999999999,4,54
2258,13258,8886.53,4,46
2259,13259,7853.49,4,72
2260,13260,7239.5599999999995,4,169
2261,13261,7200.58,4,121
2262,13262,86.95,2,126
2263,13263,10872.06,4,207
2264,13264,7265.5599999999995,4,114
2265,13265,7259.5599999999995,4,85
2266,13266,29.93,1,315
2267,13267,124.93,4,23
2268,13268,289.7,4,148
2269,13269,4507.522499999999,2,65
2270,13270,2394.95,1,124
2271,13271,2319.99,1,136
2272,13272,81.46000000000001,1,92
2273,13273,4657.532499999999,2,260
2274,13274,4837.8099999999995,2,265
2275,13275,21.98,1,353
2276,13276,21.98,1,56
2277,13277,4498.532499999999,2,273
2278,13278,4578.5225,2,269
2279,13279,4533.5225,2,251
2280,13280,4558.522499999999,2,271
2281,13281,21.98,1,19
2282,13282,56.97,1,63
2283,13283,4498.532499999999,2,258
2284,13284,4767.53,2,211
2285,13285,214.35,3,95
2286,13286,4516.532499999999,2,248
2287,13287,4763.34,2,257
2288,13288,4573.5025,2,253
2289,13289,66.25,3,14
2290,13290,111.89,3,74
2291,13291,81.46000000000001,1,249
2292,13292,4478.8425,2,248
2293,13293,21.98,1,193
2294,13294,86.95,1,115
2295,13295,71.97,1,6
2296,13296,21.98,1,308
2297,13297,21.98,1,187
2298,13298,4511.5425,2,256
2299,13299,4835.299999999999,2,272
2300,13300,45.95,1,152
2301,13301,66.96000000000001,1,136
2302,13302,56.97,1,334
2303,13303,66.25,3,145
2304,13304,4612.5125,2,251
2305,13305,71.97,1,270
2306,13306,71.97,1,44
2307,13307,81.46000000000001,1,239
2308,13308,29.93,1,277
2309,13309,21.98,1,285
2310,13310,29.93,1,322
2311,13311,29.93,1,35
2312,13312,80.96000000000001,1,191
2313,13313,76.97,1,322
2314,13314,4854.289999999999,2,257
2315,13315,4541.532499999999,2,270
2316,13316,4576.532499999999,2,263
2317,13317,56.97,1,67
2318,13318,214.26,4,118
2319,13319,4647.5125,2,253
2320,13320,21.98,1,337
2321,13321,71.95,1,30
2322,13322,85.48,1,265
2323,13323,141.98,1,47
2324,13324,4526.782499999999,2,265
2325,13325,4558.5225,2,247
2326,13326,4511.5525,2,254
2327,13327,30.97,1,193
2328,13328,4708.0199999999995,2,206
2329,13329,4807.3099999999995,2,251
2330,13330,94.95,3,141
2331,13331,65.96000000000001,1,201
2332,13332,56.97,1,104
2333,13333,21.98,1,127
2334,13334,71.95,1,182
2335,13335,71.97,1,60
2336,13336,106.96000000000001,1,296
2337,13337,180.98,1,237
2338,13338,121.94,1,3
2339,13339,30.97,1,354
2340,13340,4546.5225,2,254
2341,13341,141.98,1,348
2342,13342,32.22,1,83
2343,13343,4720.2699999999995,2,189
2344,13344,80.96000000000001,1,272
2345,13345,4759.51,2,204
2346,13346,4498.532499999999,2,272
2347,13347,71.97,1,238
2348,13348,4615.032499999999,2,251
2349,13349,21.98,1,350
2350,13350,132.45,3,1
2351,13351,4476.5525,2,266
2352,13352,56.97,1,222
2353,13353,4547.5025,2,90
2354,13354,4498.532499999999,2,265
2355,13355,4558.532499999999,2,246
2356,13356,30.97,1,105
2357,13357,4543.8324999999995,2,67
2358,13358,2386.9399999999996,1,131
2359,13359,4637.8425,2,83
2360,13360,56.97,1,359
2361,13361,4765.63,2,82
2362,13362,4476.5525,2,67
2363,13363,71.97,1,335
2364,13364,56.97,1,259
2365,13365,24.27,1,140
2366,13366,4749.04,2,210
2367,13367,4516.532499999999,2,271
2368,13368,71.97,1,95
2369,13369,4778.33,2,247
2370,13370,2329.99,1,72
2371,13371,71.97,1,176
2372,13372,76.97,1,359
2373,13373,71.95,1,304
2374,13374,56.97,1,108
2375,13375,71.97,1,57
2376,13376,30.97,1,125
2377,13377,2319.99,1,273
2378,13378,4522.5025,2,272
2379,13379,24.27,1,196
2380,13380,4820.3099999999995,2,72
2381,13381,71.97,1,189
2382,13382,4525.8225,2,251
2383,13383,4511.5425,2,87
2384,13384,4573.522499999999,2,70
2385,13385,4548.5025,2,77
2386,13386,84.96000000000001,1,119
2387,13387,2337.27,1,88
2388,13388,106.96000000000001,1,330
2389,13389,115.95,1,60
2390,13390,99.94,1,30
2391,13391,2405.47,1,119
2392,13392,56.97,1,81
2393,13393,2351.9599999999996,1,264
2394,13394,2318.9599999999996,1,262
2395,13395,21.98,1,195
2396,13396,2362.27,1,245
2397,13397,2396.9399999999996,1,78
2398,13398,2322.2799999999997,1,69
2399,13399,2294.99,1,82
2400,13400,4568.5025,2,83
2401,13401,4798.34,2,69
2402,13402,4793.33,2,92
2403,13403,4578.522499999999,2,260
2404,13404,6812.1182,3,247
2405,13405,10778.609999999999,4,189
2406,13406,7300.55,4,73
2407,13407,6904.098199999999,3,249
2408,13408,6792.1182,3,247
2409,13409,108.95,1,99
2410,13410,14.98,1,236
2411,13411,6819.4596,3,244
2412,13412,45.26,2,40
2413,13413,56.97,1,90
2414,13414,2319.99,1,268
2415,13415,2325.9599999999996,1,248
2416,13416,106.96000000000001,1,325
2417,13417,2369.9699999999993,1,272
2418,13418,4768.05,2,168
2419,13419,4476.5525,2,270
2420,13420,4798.33,2,270
2421,13421,24.27,1,277
2422,13422,81.46000000000001,1,258
2423,13423,172.89,3,2
2424,13424,4807.3099999999995,2,250
2425,13425,4810.3099999999995,2,249
2426,13426,4498.532499999999,2,265
2427,13427,2294.99,1,253
2428,13428,2316.97,1,263
2429,13429,4587.032499999999,2,232
2430,13430,30.97,1,313
2431,13431,4592.5025,2,230
2432,13432,56.97,1,308
2433,13433,4533.522499999999,2,233
2434,13434,2354.99,1,108
2435,13435,4838.32,2,227
2436,13436,4498.532499999999,2,239
2437,13437,80.96000000000001,1,333
2438,13438,4501.5525,2,232
2439,13439,56.97,1,256
2440,13440,4818.53,2,176
2441,13441,46.47,1,61
2442,13442,4500.8225,2,223
2443,13443,4536.5425,2,231
2444,13444,56.97,1,200
2445,13445,75.97,1,76
2446,13446,4536.5525,2,224
2447,13447,4533.522499999999,2,226
2448,13448,21.98,1,242
2449,13449,4526.5225,2,230
2450,13450,4773.33,2,236
2451,13451,21.98,1,103
2452,13452,4800.299999999999,2,243
2453,13453,4576.532499999999,2,226
2454,13454,2344.2599999999998,1,229
2455,13455,2349.9199999999996,1,233
2456,13456,4582.5125,2,244
2457,13457,56.97,1,177
2458,13458,44.910000000000004,1,356
2459,13459,56.97,1,79
2460,13460,4693.04,2,177
2461,13461,4476.5525,2,228
2462,13462,4558.0125,2,55
2463,13463,106.96000000000001,1,77
2464,13464,4501.5525,2,227
2465,13465,75.97,1,69
2466,13466,133.45,3,44
2467,13467,21.98,1,264
2468,13468,4626.5225,2,224
2469,13469,71.97,1,13
2470,13470,56.97,1,40
2471,13471,30.97,1,254
2472,13472,2518.9799999999996,1,219
2473,13473,2318.9599999999996,1,234
2474,13474,339.48,4,100
2475,13475,56.97,1,50
2476,13476,75.97,1,226
2477,13477,4511.5425,2,216
2478,13478,4898.32,2,239
2479,13479,75.97,1,159
2480,13480,81.46000000000001,1,254
2481,13481,30.97,1,19
2482,13482,4500.8225,2,53
2483,13483,56.97,1,192
2484,13484,4813.32,2,240
2485,13485,36.96,1,348
2486,13486,225.44,3,149
2487,13487,4533.5225,2,224
2488,13488,141.98,1,231
2489,13489,4740.629999999999,2,219
2490,13490,56.97,1,324
2491,13491,176.41,3,16
2492,13492,4500.5225,2,217
2493,13493,48.96,2,280
2494,13494,39.980000000000004,1,256
2495,13495,57.95,2,286
2496,13496,36.59,1,287
2497,13497,39.980000000000004,1,339
2498,13498,100.09,1,163
2499,13499,133.49,1,350
2500,13500,39.980000000000004,1,70
2501,13501,39.980000000000004,1,257
2502,13502,54.980000000000004,1,164
2503,13503,101.25,2,252
2504,13504,5923.23,2,42
2505,13505,127.92999999999999,2,184
2506,13506,123.97999999999999,1,118
2507,13507,43.97,2,279
2508,13508,128.97,1,359
2509,13509,48.96,2,236
2510,13510,94.47999999999999,1,361
2511,13511,6012.23,2,44
2512,13512,69.99,1,176
2513,13513,5918.24,2,56
2514,13514,5973.24,2,57
2515,13515,5948.24,2,33
2516,13516,43.97,2,166
2517,13517,5666.378199999999,3,88
2518,13518,2638.3582,2,47
2519,13519,4492.4482,2,395
2520,13520,4551.3596,2,337
2521,13521,4514.7696,2,360
2522,13522,59.980000000000004,2,218
2523,13523,67.26,2,217
2524,13524,4528.7496,2,288
2525,13525,4607.2296,2,254
2526,13526,4549.759599999999,2,225
2527,13527,4529.0382,2,199
2528,13528,4531.0396,2,163
2529,13529,4614.8596,2,171
2530,13530,186.28,1,137
2531,13531,69.99,1,146
2532,13532,7.28,1,126
2533,13533,137.94,2,52
2534,13534,86.24000000000001,2,58
2535,13535,59.2,2,102
2536,13536,5973.24,2,39
2537,13537,5910.219999999999,2,38
2538,13538,5908.25,2,56
2539,13539,78.96000000000001,2,92
2540,13540,6528.179999999999,3,186
2541,13541,6536.69,3,213
2542,13542,5943.24,2,57
2543,13543,5923.23,2,36
2544,13544,108.44,2,73
2545,13545,5908.25,2,48
2546,13546,5918.24,2,48
2547,13547,83.95,2,120
2548,13548,5908.25,2,33
2549,13549,94.47999999999999,1,273
2550,13550,69.99,1,314
2551,13551,5622.918199999999,3,90
2552,13552,5922.53,2,44
2553,13553,5603.2396,3,72
2554,13554,5641.249599999999,3,88
2555,13555,6484.45,3,119
2556,13556,6497.21,3,72
2557,13557,4443.379599999999,2,187
2558,13558,6500.219999999999,3,77
2559,13559,6508.71,3,211
2560,13560,6453.23,3,158
2561,13561,4393.3582,2,209
2562,13562,4369.0882,2,208
2563,13563,5948.23,2,174
2564,13564,5932.219999999999,2,56
2565,13565,4775.629999999999,2,39
2566,13566,13.98,1,220
2567,13567,5935.549999999999,2,38
2568,13568,119.97999999999999,1,345
2569,13569,48.970000000000006,1,243
2570,13570,5948.23,2,32
2571,13571,144.47,1,366
2572,13572,5945.23,2,51
2573,13573,119.97999999999999,1,261
2574,13574,39.980000000000004,1,364
2575,13575,9458.182499999999,4,179
2576,13576,8330.789999999999,3,222
2577,13577,9450.3225,4,166
2578,13578,44.980000000000004,1,14
2579,13579,7295.04,4,72
2580,13580,7285.57,4,33
2581,13581,8374.789999999999,3,234
2582,13582,77.96000000000001,2,154
2583,13583,8375.289999999999,3,237
2584,13584,8361.289999999999,3,187
2585,13585,8368.289999999999,3,194
2586,13586,97.96000000000001,2,42
2587,13587,78.48,1,93
2588,13588,14.98,1,74
2589,13589,78.48,1,162
2590,13590,8306.3,3,191
2591,13591,8355.27,3,203
2592,13592,9695.73,4,171
2593,13593,49.97,1,45
2594,13594,44.980000000000004,1,185
2595,13595,9390.5325,4,167
2596,13596,9.99,1,353
2597,13597,58.96000000000001,1,163
2598,13598,49.97,1,114
2599,13599,51.25,2,121
2600,13600,8460.25,3,210
2601,13601,44.980000000000004,1,26
2602,13602,8376.279999999999,3,213
2603,13603,133.94,2,233
2604,13604,177.92000000000002,2,10
2605,13605,9614.73,4,181
2606,13606,7195.58,4,33
2607,13607,6465.03,3,51
2608,13608,71.58,1,109
2609,13609,98.96000000000001,2,73
2610,13610,44.980000000000004,1,314
2611,13611,38.88,1,24
2612,13612,83.95,2,34
2613,13613,105.22,3,211
2614,13614,114.21,3,105
2615,13615,146.91,3,98
2616,13616,6872.0581999999995,3,83
2617,13617,141.91,3,9
2618,13618,6763.1482,3,62
2619,13619,6808.098199999999,3,68
2620,13620,6848.0682,3,77
2621,13621,167.4,3,142
2622,13622,6841.4296,3,89
2623,13623,99.2,3,42
2624,13624,118.96,3,21
2625,13625,6962.138199999999,3,92
2626,13626,6909.0882,3,77
2627,13627,214.25,3,70
2628,13628,191.25,3,125
2629,13629,6889.1082,3,71
2630,13630,6824.729600000001,3,58
2631,13631,6817.1182,3,39
2632,13632,6838.4596,3,43
2633,13633,6803.138199999999,3,49
2634,13634,234.93,3,36
2635,13635,215.74,3,34
2636,13636,6831.759599999999,3,61
2637,13637,6777.1282,3,38
2638,13638,6832.1182,3,52
2639,13639,188.96,3,222
2640,13640,71.25,2,84
2641,13641,144.74,2,236
2642,13642,79.97,2,259
2643,13643,6799.4496,3,58
2644,13644,6864.4596,3,37
2645,13645,6817.1182,3,44
2646,13646,6843.5982,3,55
2647,13647,6793.1482,3,39
2648,13648,6765.4382000000005,3,38
2649,13649,6812.1282,3,45
2650,13650,6768.138199999999,3,32
2651,13651,6812.1182,3,40
2652,13652,30.97,1,266
2653,13653,4546.7925,2,238
2654,13654,56.97,1,205
2655,13655,21.98,1,84
2656,13656,56.97,1,199
2657,13657,4819.299999999999,2,237
2658,13658,4787.61,2,220
2659,13659,65.96000000000001,1,238
2660,13660,4750.01,2,168
2661,13661,5913.24,2,176
2662,13662,3021.0425,2,377
2663,13663,15.23,1,361
2664,13664,210.25,2,95
2665,13665,83.95,2,15
2666,13666,5900.549999999999,2,55
2667,13667,3001.0425,2,347
2668,13668,114.21,3,53
2669,13669,129.70999999999998,3,11
2670,13670,178.45,3,58
2671,13671,135.23,1,1
2672,13672,119.97999999999999,1,216
2673,13673,94.47999999999999,1,73
2674,13674,148.46999999999997,1,269
2675,13675,215.23000000000002,2,82
2676,13676,68.87,2,162
2677,13677,39.980000000000004,1,25
2678,13678,5933.25,2,160
2679,13679,5933.26,2,181
2680,13680,5948.24,2,176
2681,13681,74.98,1,120
2682,13682,15.23,1,230
2683,13683,89.97,1,108
2684,13684,39.980000000000004,1,61
2685,13685,6509.69,3,157
2686,13686,6493.24,3,145
2687,13687,5873.26,2,154
2688,13688,27.279999999999998,1,214
2689,13689,5898.26,2,158
2690,13690,7162.08,3,84
2691,13691,5976.74,2,154
2692,13692,24.99,1,98
2693,13693,7171.58,3,55
2694,13694,105.56,2,121
2695,13695,35.0,1,225
2696,13696,48.970000000000006,1,342
2697,13697,6485.67,3,151
2698,13698,32.27,1,343
2699,13699,75.97,1,106
2700,13700,4525.8225,2,34
2701,13701,169.52,4,11
2702,13702,4478.8425,2,56
2703,13703,74.98,1,268
2704,13704,2736.5325,2,236
2705,13705,3018.33,2,159
2706,13706,2337.2699999999995,1,62
2707,13707,189.04,4,6
2708,13708,160.53,4,19
2709,13709,2332.2799999999997,1,79
2710,13710,2341.4599999999996,1,91
2711,13711,2380.47,1,74
2712,13712,4503.8425,2,43
2713,13713,4828.3099999999995,2,40
2714,13714,3033.31,2,173
2715,13715,2778.5225,2,137
2716,13716,3078.31,2,133
2717,13717,74.98,1,257
2718,13718,3062.33,2,128
2719,13719,1129.48,1,248
2720,13720,1155.48,1,138
2721,13721,2786.5225,2,121
2722,13722,3102.7999999999997,2,104
2723,13723,74.98,1,89
2724,13724,4476.5525,2,52
2725,13725,4532.522499999999,2,40
2726,13726,4500.822499999999,2,47
2727,13727,80.96000000000001,1,50
2728,13728,4879.799999999999,2,34
2729,13729,4883.82,2,60
2730,13730,4571.0225,2,45
2731,13731,21.98,1,6
2732,13732,108.96000000000001,3,157
2733,13733,4553.522499999999,2,55
2734,13734,4522.5025,2,56
2735,13735,4516.532499999999,2,32
2736,13736,4478.8425,2,41
2737,13737,39.25,1,212
2738,13738,21.98,1,13
2739,13739,71.97,1,158
2740,13740,56.97,1,153
2741,13741,2951.0525,2,386
2742,13742,2988.3225,2,368
2743,13743,2349.9799999999996,1,83
2744,13744,2959.0025,2,371
2745,13745,3282.81,2,385
2746,13746,3250.11,2,371
2747,13747,3045.5325,2,374
2748,13748,71.97,1,284
2749,13749,21.98,1,219
2750,13750,71.97,1,235
2751,13751,224.91000000000003,3,33
2752,13752,24.27,1,168
2753,13753,84.92,1,1
2754,13754,56.97,1,42
2755,13755,45.95,1,57
2756,13756,298.49,4,221
2757,13757,86.96000000000001,1,176
2758,13758,284.13,4,43
2759,13759,100.46,1,301
2760,13760,197.81,4,26
2761,13761,46.47,1,219
2762,13762,229.0,4,24
2763,13763,30.97,1,141
2764,13764,74.98,1,318
2765,13765,7152.089999999999,3,32
2766,13766,3001.0425,2,334
2767,13767,5910.219999999999,2,47
2768,13768,5063.5225,3,81
2769,13769,5085.532499999999,3,68
2770,13770,6428.23,3,117
2771,13771,6535.69,3,106
2772,13772,5928.25,2,131
2773,13773,42.28,1,203
2774,13774,4392.74,2,389
2775,13775,68.97,1,41
2776,13776,70.57,2,319
2777,13777,7147.07,3,33
2778,13778,4397.75,2,369
2779,13779,3063.0025,2,286
2780,13780,59.489999999999995,1,66
2781,13781,109.96000000000001,2,225
2782,13782,6512.19,3,106
2783,13783,5955.23,2,143
2784,13784,7138.099999999999,3,37
2785,13785,121.83,2,226
2786,13786,4.99,1,178
2787,13787,59.980000000000004,1,258
2788,13788,200.81,2,103
2789,13789,4397.75,2,387
2790,13790,4397.75,2,360
2791,13791,107.85000000000001,2,141
2792,13792,7216.08,3,38
2793,13793,3021.0425,2,302
2794,13794,7212.0599999999995,3,48
2795,13795,4357.75,2,332
2796,13796,39.980000000000004,1,89
2797,13797,7.28,1,30
2798,13798,136.36,2,24
2799,13799,3010.0325000000003,2,297
2800,13800,3262.83,2,259
2801,13801,3262.83,2,253
2802,13802,79.46000000000001,1,341
2803,13803,186.28,1,170
2804,13804,27.279999999999998,1,29
2805,13805,28.979999999999997,1,245
2806,13806,3075.5025,2,246
2807,13807,4506.76,2,302
2808,13808,4406.74,2,251
2809,13809,113.96000000000001,1,286
2810,13810,53.47,1,41
2811,13811,3001.0425,2,215
2812,13812,3262.83,2,241
2813,13813,74.98,1,332
2814,13814,230.04000000000002,2,291
2815,13815,114.55,2,123
2816,13816,260.83,2,152
2817,13817,35.0,1,230
2818,13818,39.99,1,363
2819,13819,35.0,1,221
2820,13820,5908.26,2,127
2821,13821,5940.54,2,141
2822,13822,6523.209999999999,3,104
2823,13823,5393.3099999999995,3,76
2824,13824,4.99,1,101
2825,13825,37.29,1,157
2826,13826,48.970000000000006,1,84
2827,13827,29.479999999999997,1,196
2828,13828,166.28,1,90
2829,13829,4380.04,2,269
2830,13830,284.56,2,20
2831,13831,35.0,1,329
2832,13832,24.27,1,315
2833,13833,106.96000000000001,1,72
2834,13834,21.98,1,81
2835,13835,36.96,1,154
2836,13836,4380.04,2,219
2837,13837,89.97,1,78
2838,13838,140.55,2,36
2839,13839,3242.83,2,224
2840,13840,3010.0325,2,185
2841,13841,6624.6,3,104
2842,13842,4404.73,2,222
2843,13843,30.97,1,324
2844,13844,4355.71,2,241
2845,13845,5917.24,2,127
2846,13846,5933.25,2,135
2847,13847,5888.24,2,149
2848,13848,61.45,1,354
2849,13849,3084.5425,2,384
